Start Date,1/1/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICLB10Y Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,H15T10Y Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,SPX Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,CT10 Govt,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,USSOC Curncy,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,VIX Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,CLA Comdty,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price,,MOODCBAA Index,Official Closing Price,Last Price,Ask Price,Volume,Open Price,High Price,Low Price,Bid Price
8/8/96,#N/A N/A,156.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/8/96,#N/A N/A,6.56,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/8/96,#N/A N/A,662.59,#N/A N/A,249878592,664.16,664.17,661.28,#N/A N/A,,8/8/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/8/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/8/96,#N/A N/A,16.04,#N/A N/A,#N/A N/A,16.28,16.58,15.97,#N/A N/A,,8/8/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/8/96,#N/A N/A,8.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/9/96,#N/A N/A,155.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/9/96,#N/A N/A,6.5,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/9/96,#N/A N/A,662.1,#N/A N/A,258841600,662.59,665.37,660.31,#N/A N/A,,8/9/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/9/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/9/96,#N/A N/A,15.77,#N/A N/A,#N/A N/A,16.01,16.53,15.25,#N/A N/A,,8/9/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/9/96,#N/A N/A,8.04,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/12/96,#N/A N/A,157.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/12/96,#N/A N/A,6.49,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/12/96,#N/A N/A,665.77,#N/A N/A,236639200,662.1,665.77,658.95,#N/A N/A,,8/12/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/12/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/12/96,#N/A N/A,15.57,#N/A N/A,#N/A N/A,16.14,16.5,15.45,#N/A N/A,,8/12/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/12/96,#N/A N/A,8.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/13/96,#N/A N/A,150.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/13/96,#N/A N/A,6.57,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/13/96,#N/A N/A,660.2,#N/A N/A,251720096,663.68,664.31,659.13,#N/A N/A,,8/13/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/13/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/13/96,#N/A N/A,16.41,#N/A N/A,#N/A N/A,16.29,17,15.71,#N/A N/A,,8/13/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/13/96,#N/A N/A,8.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/14/96,#N/A N/A,156.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/14/96,#N/A N/A,6.58,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/14/96,#N/A N/A,662.05,#N/A N/A,254314400,660.2,662.42,658.47,#N/A N/A,,8/14/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/14/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/14/96,#N/A N/A,15.96,#N/A N/A,#N/A N/A,16.53,16.61,15.84,#N/A N/A,,8/14/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/14/96,#N/A N/A,8.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/15/96,#N/A N/A,155.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/15/96,#N/A N/A,6.62,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/15/96,#N/A N/A,662.28,#N/A N/A,224176800,662.05,664.18,660.64,#N/A N/A,,8/15/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/15/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/15/96,#N/A N/A,15.46,#N/A N/A,#N/A N/A,16.09,16.09,15.29,#N/A N/A,,8/15/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/15/96,#N/A N/A,8.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/16/96,#N/A N/A,155.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/16/96,#N/A N/A,6.56,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/16/96,#N/A N/A,665.21,#N/A N/A,252989200,662.28,666.34,662.26,#N/A N/A,,8/16/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/16/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/16/96,#N/A N/A,14.81,#N/A N/A,#N/A N/A,15,15.73,14.57,#N/A N/A,,8/16/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/16/96,#N/A N/A,8.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/19/96,#N/A N/A,155.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/19/96,#N/A N/A,6.59,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/19/96,#N/A N/A,666.58,#N/A N/A,199787904,665.21,667.12,665,#N/A N/A,,8/19/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/19/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/19/96,#N/A N/A,15.27,#N/A N/A,#N/A N/A,15.27,15.49,15.22,#N/A N/A,,8/19/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/19/96,#N/A N/A,8.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/20/96,#N/A N/A,156.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/20/96,#N/A N/A,6.59,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/20/96,#N/A N/A,665.69,#N/A N/A,229849408,666.58,666.99,665.15,#N/A N/A,,8/20/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/20/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/20/96,#N/A N/A,14.73,#N/A N/A,#N/A N/A,15.19,15.54,14.73,#N/A N/A,,8/20/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/20/96,#N/A N/A,8.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/21/96,#N/A N/A,156.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/21/96,#N/A N/A,6.61,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/21/96,#N/A N/A,665.07,#N/A N/A,255293696,665.69,665.69,662.16,#N/A N/A,,8/21/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/21/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/21/96,#N/A N/A,14.52,#N/A N/A,#N/A N/A,14.91,15.1,14.51,#N/A N/A,,8/21/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/21/96,#N/A N/A,8.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/22/96,#N/A N/A,157,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/22/96,#N/A N/A,6.62,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/22/96,#N/A N/A,670.68,#N/A N/A,244018592,665.07,670.68,664.88,#N/A N/A,,8/22/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/22/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/22/96,#N/A N/A,13.71,#N/A N/A,#N/A N/A,13.9,13.91,13.22,#N/A N/A,,8/22/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/22/96,#N/A N/A,8.19,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/23/96,#N/A N/A,150.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/23/96,#N/A N/A,6.72,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/23/96,#N/A N/A,667.03,#N/A N/A,212813296,670.68,670.68,664.93,#N/A N/A,,8/23/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/23/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/23/96,#N/A N/A,14.18,#N/A N/A,#N/A N/A,13.71,15.08,13.67,#N/A N/A,,8/23/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/23/96,#N/A N/A,8.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/26/96,#N/A N/A,152.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/26/96,#N/A N/A,6.8,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/26/96,#N/A N/A,663.88,#N/A N/A,220663104,667.03,667.03,662.36,#N/A N/A,,8/26/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/26/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/26/96,#N/A N/A,15.38,#N/A N/A,#N/A N/A,14.74,15.66,14.7,#N/A N/A,,8/26/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/26/96,#N/A N/A,8.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/27/96,#N/A N/A,153.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/27/96,#N/A N/A,6.78,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/27/96,#N/A N/A,666.4,#N/A N/A,227602208,663.88,666.4,663.5,#N/A N/A,,8/27/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/27/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/27/96,#N/A N/A,15.11,#N/A N/A,#N/A N/A,14.57,15.62,14.54,#N/A N/A,,8/27/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/27/96,#N/A N/A,8.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/28/96,#N/A N/A,153.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/28/96,#N/A N/A,6.79,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/28/96,#N/A N/A,664.81,#N/A N/A,229723904,666.4,667.41,664.39,#N/A N/A,,8/28/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/28/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/28/96,#N/A N/A,15.1,#N/A N/A,#N/A N/A,14.88,15.98,14.84,#N/A N/A,,8/28/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/28/96,#N/A N/A,8.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/29/96,#N/A N/A,151.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/29/96,#N/A N/A,6.86,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/29/96,#N/A N/A,657.4,#N/A N/A,254427808,664.81,664.81,655.35,#N/A N/A,,8/29/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/29/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/29/96,#N/A N/A,16.22,#N/A N/A,#N/A N/A,15.43,16.69,15.43,#N/A N/A,,8/29/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/29/96,#N/A N/A,8.36,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/30/96,#N/A N/A,149.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/30/96,#N/A N/A,6.96,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,8/30/96,#N/A N/A,651.99,#N/A N/A,223697504,657.4,657.71,650.52,#N/A N/A,,8/30/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/30/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/30/96,#N/A N/A,17.01,#N/A N/A,#N/A N/A,16.09,17.25,16.09,#N/A N/A,,8/30/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,8/30/96,#N/A N/A,8.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/2/96,#N/A N/A,149.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/2/96,#N/A N/A,6.96,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,9/2/96,#N/A N/A,651.99,#N/A N/A,223697504,657.4,657.71,650.52,#N/A N/A,,9/2/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/2/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/2/96,#N/A N/A,17.01,#N/A N/A,#N/A N/A,16.09,17.25,16.09,#N/A N/A,,9/2/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/2/96,#N/A N/A,8.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/3/96,#N/A N/A,151.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/3/96,#N/A N/A,6.92,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,9/3/96,#N/A N/A,654.72,#N/A N/A,259974304,651.99,655.13,643.97,#N/A N/A,,9/3/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/3/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/3/96,#N/A N/A,18.47,#N/A N/A,#N/A N/A,19.78,19.78,18.27,#N/A N/A,,9/3/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/3/96,#N/A N/A,8.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/4/96,#N/A N/A,151.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/4/96,#N/A N/A,6.94,#N/A N/A,#N/A N/A,6.53,6.53,6.53,#N/A N/A,,9/4/96,#N/A N/A,655.61,#N/A N/A,250860096,654.72,655.82,652.93,#N/A N/A,,9/4/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/4/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/4/96,#N/A N/A,18.64,#N/A N/A,#N/A N/A,18.61,19.07,18.55,#N/A N/A,,9/4/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/4/96,#N/A N/A,8.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/5/96,#N/A N/A,147.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/5/96,#N/A N/A,6.98,#N/A N/A,#N/A N/A,6.98,6.98,6.98,#N/A N/A,,9/5/96,#N/A N/A,649.44,#N/A N/A,266889504,655.61,655.61,648.89,#N/A N/A,,9/5/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/5/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/5/96,#N/A N/A,20.51,#N/A N/A,#N/A N/A,19.07,20.53,18.96,#N/A N/A,,9/5/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/5/96,#N/A N/A,8.46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/6/96,#N/A N/A,149.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/6/96,#N/A N/A,6.94,#N/A N/A,#N/A N/A,6.98,6.98,6.98,#N/A N/A,,9/6/96,#N/A N/A,655.68,#N/A N/A,261552000,649.44,658.21,649.44,#N/A N/A,,9/6/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/6/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/6/96,#N/A N/A,17.1,#N/A N/A,#N/A N/A,18.15,18.19,16.84,#N/A N/A,,9/6/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/6/96,#N/A N/A,8.42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/9/96,#N/A N/A,153.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/9/96,#N/A N/A,6.9,#N/A N/A,#N/A N/A,6.98,6.98,6.98,#N/A N/A,,9/9/96,#N/A N/A,663.76,#N/A N/A,216917696,655.68,663.77,655.68,#N/A N/A,,9/9/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/9/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/9/96,#N/A N/A,16.36,#N/A N/A,#N/A N/A,17.1,17.13,16.29,#N/A N/A,,9/9/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/9/96,#N/A N/A,8.41,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/10/96,#N/A N/A,152.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/10/96,#N/A N/A,6.94,#N/A N/A,#N/A N/A,6.98,6.98,6.98,#N/A N/A,,9/10/96,#N/A N/A,663.81,#N/A N/A,275454912,663.76,665.57,661.55,#N/A N/A,,9/10/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/10/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/10/96,#N/A N/A,16.25,#N/A N/A,#N/A N/A,16.42,16.8,16.25,#N/A N/A,,9/10/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/10/96,#N/A N/A,8.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/11/96,#N/A N/A,153,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/11/96,#N/A N/A,6.94,#N/A N/A,#N/A N/A,6.98,6.98,6.98,#N/A N/A,,9/11/96,#N/A N/A,667.28,#N/A N/A,272359616,663.81,667.73,661.79,#N/A N/A,,9/11/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/11/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/11/96,#N/A N/A,16.06,#N/A N/A,#N/A N/A,16.56,16.56,15.91,#N/A N/A,,9/11/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/11/96,#N/A N/A,8.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/12/96,#N/A N/A,152.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/12/96,#N/A N/A,6.88,#N/A N/A,#N/A N/A,6.98,6.98,6.98,#N/A N/A,,9/12/96,#N/A N/A,671.15,#N/A N/A,297724512,667.28,673.07,667.28,#N/A N/A,,9/12/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/12/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/12/96,#N/A N/A,15.97,#N/A N/A,#N/A N/A,15.36,16.09,15.36,#N/A N/A,,9/12/96,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,,9/12/96,#N/A N/A,8.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
